GENDER,AGE,AGE_GROUP,INVESTMENT,INCOME,ACTIVITY, YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION,label
M,26,20-30,0,15399,4,7164.37,0.66,240,29.85,5,ID,High school graduate,0
F,32,31-40,0,15394,5,8660.88,0.71,258,33.57,3,NC,Associate degree,0
F,47,41-50,0,15394,2,8541.07,0.70,257,33.23,3,CT,High school graduate,0
F,38,31-40,0,15390,1,7247.01,0.65,238,30.45,10,MD,High school graduate,1
M,30,20-30,0,15389,4,7105.48,0.67,243,29.24,4,CO,High school graduate,0
M,67,Above 50,0,15385,3,8197.32,0.70,256,32.02,4,MA,Associate degree,0
F,86,Above 50,0,15385,2,7481.89,0.65,238,31.44,2,IA,High school graduate,0
M,35,31-40,0,15383,2,8024.40,0.70,255,31.47,4,AK,Associate degree,0
M,42,41-50,0,15383,4,7252.17,0.67,243,29.84,2,WI,Associate degree,0
F,59,Above 50,0,15381,1,6941.35,0.66,240,28.92,5,PA,High school graduate,0
F,41,,0,15379,1,7091.71,0.65,239,29.67,10,WA,High school graduate,1
M,62,Above 50,0,15378,3,7090.42,0.66,241,29.42,3,WI,Associate degree,0
M,69,Above 50,0,15377,2,8347.38,0.70,255,32.73,4,DC,Associate degree,0
F,54,Above 50,0,15375,4,7139.12,0.66,242,29.50,1,MS,High school graduate,0
F,75,Above 50,0,15375,3,8278.64,0.69,253,32.72,4,NM,High school graduate,0
M,40,31-40,0,15375,2,7126.62,0.65,239,29.82,3,PA,High school graduate,0
F,58,Above 50,0,15375,5,8288.56,0.69,253,32.76,3,NH,Associate degree,0
M,29,20-30,0,15371,5,8119.14,0.70,257,31.59,9,WA,Associate degree,1
M,67,Above 50,0,15371,2,8123.75,0.69,252,32.24,12,CA,High school graduate,1
F,38,31-40,0,15370,2,7446.71,0.66,241,30.90,3,DE,Associate degree,0
F,40,31-40,0,15357,2,8235.67,0.70,255,32.30,2,PA,High school graduate,0
F,41,,0,15357,2,7194.75,0.67,243,29.61,4,FL,High school graduate,0
F,38,31-40,0,15353,5,7218.00,0.66,241,29.95,3,DC,High school graduate,0
M,68,Above 50,0,15347,2,7264.11,0.66,242,30.02,9,WA,Associate degree,1
F,75,Above 50,0,15342,1,7330.72,0.65,239,30.67,2,AZ,High school graduate,0
F,45,41-50,0,15342,1,7109.50,0.65,238,29.87,7,ID,High school graduate,1
F,46,41-50,0,15340,5,8454.53,0.70,256,33.03,2,GA,High school graduate,0
F,54,Above 50,0,15339,3,7185.95,0.66,242,29.69,3,AK,High school graduate,0
F,41,,0,15327,1,7381.71,0.66,242,30.50,14,CA,High school graduate,1
F,69,Above 50,0,15323,1,8074.91,0.71,258,31.30,4,NE,High school graduate,0
F,74,Above 50,0,15319,0,7337.33,0.67,245,29.95,4,CO,High school graduate,0
F,45,41-50,0,15318,2,7194.22,0.66,240,29.98,2,VT,High school graduate,0
M,73,Above 50,0,15316,0,7397.34,0.66,241,30.69,11,MD,High school graduate,1
M,77,Above 50,0,15311,3,8444.57,0.69,253,33.38,4,NH,High school graduate,0
M,21,20-30,0,15307,3,7402.85,0.66,242,30.59,11,WA,High school graduate,1
M,40,31-40,0,15302,2,8271.00,0.69,253,32.69,8,MI,Associate degree,1
F,34,31-40,0,15302,1,7324.53,0.66,242,30.27,4,AL,High school graduate,0
F,34,31-40,0,15300,4,7275.79,0.65,239,30.44,1,RI,High school graduate,0
M,25,20-30,0,15299,1,7358.03,0.65,239,30.79,3,WV,High school graduate,0
F,26,20-30,0,15299,0,8209.39,0.71,259,31.70,15,OR,Associate degree,1
M,70,Above 50,0,15294,2,7244.87,0.66,242,29.94,2,MI,High school graduate,0
F,31,31-40,0,15291,2,8326.29,0.69,253,32.91,5,TX,Associate degree,0
M,37,31-40,0,15288,3,6957.22,0.67,244,28.51,6,PA,High school graduate,1
M,36,31-40,0,15285,0,7258.34,0.66,241,30.12,10,OR,High school graduate,1
M,35,31-40,0,15284,2,7327.27,0.66,241,30.40,1,OH,Associate degree,0
F,40,31-40,0,15282,5,7360.01,0.67,245,30.04,2,MS,High school graduate,0
F,75,Above 50,0,15281,2,8283.29,0.69,252,32.87,3,MS,High school graduate,0
F,38,31-40,0,15280,1,7148.94,0.65,238,30.04,5,TX,Associate degree,0
M,25,20-30,0,15277,2,7116.94,0.66,241,29.53,10,MI,High school graduate,1
M,23,20-30,0,15275,5,7008.58,0.66,240,29.20,3,WA,High school graduate,0
M,32,31-40,0,15271,1,7332.77,0.66,242,30.30,12,ND,Associate degree,1
F,45,41-50,0,15264,4,7188.78,0.66,241,29.83,3,MT,Associate degree,0
F,66,Above 50,0,15264,2,8087.54,0.70,254,31.84,4,NM,High school graduate,0
M,74,Above 50,0,15264,1,7260.98,0.65,239,30.38,3,FL,High school graduate,0
M,53,Above 50,0,15258,4,8243.22,0.69,253,32.58,2,VA,High school graduate,0
M,42,41-50,0,15255,3,7498.30,0.67,243,30.86,0,AZ,High school graduate,0
M,43,41-50,0,15254,4,7259.21,0.65,237,30.63,7,WA,High school graduate,1
M,27,20-30,0,15254,2,8373.69,0.70,256,32.71,2,TN,High school graduate,0
M,39,31-40,0,15252,2,8531.08,0.71,259,32.94,4,ND,High school graduate,0
M,51,Above 50,0,15250,2,8095.24,0.70,255,31.75,5,OH,High school graduate,0
M,48,41-50,0,15247,2,7135.81,0.65,239,29.86,13,PA,High school graduate,1
F,25,20-30,0,15245,0,7203.21,0.67,246,29.28,10,WA,High school graduate,1
F,46,41-50,0,15241,1,7237.04,0.67,244,29.66,2,CO,High school graduate,0
F,30,20-30,0,15238,2,8574.28,0.69,253,33.89,3,WA,High school graduate,0
M,52,Above 50,0,15236,2,7189.99,0.65,239,30.08,2,CO,High school graduate,0
M,52,Above 50,0,15234,1,7438.62,0.66,242,30.74,2,KS,High school graduate,0
M,57,Above 50,0,15229,2,7403.90,0.66,242,30.59,3,KS,High school graduate,0
F,36,31-40,0,15228,2,7054.81,0.67,243,29.03,3,TN,High school graduate,0
F,69,Above 50,0,15226,5,7268.08,0.66,242,30.03,6,NJ,High school graduate,0
M,43,41-50,0,15225,3,8631.62,0.71,258,33.46,4,WI,Associate degree,0
F,24,20-30,0,15223,4,8720.81,0.71,259,33.67,2,NM,High school graduate,0
M,42,41-50,0,15221,0,7156.39,0.66,240,29.82,12,CA,High school graduate,1
M,52,Above 50,0,15220,2,7081.47,0.66,240,29.51,2,WV,High school graduate,0
F,49,41-50,0,15212,2,6921.49,0.66,242,28.60,3,CT,High school graduate,0
F,24,20-30,0,15212,1,8201.04,0.71,258,31.79,10,MI,Associate degree,1
F,49,41-50,0,15211,2,7356.18,0.66,242,30.40,9,OR,High school graduate,1
F,48,41-50,0,15210,5,8383.73,0.70,256,32.75,3,CO,High school graduate,0
F,54,Above 50,0,15205,2,7226.14,0.65,239,30.23,4,NV,High school graduate,0
F,48,41-50,0,15199,2,7486.72,0.67,244,30.68,2,WV,High school graduate,0
M,70,Above 50,0,15198,5,8384.23,0.70,256,32.75,0,KY,Associate degree,0
F,80,Above 50,0,15195,3,7312.02,0.66,240,30.47,4,WI,High school graduate,0
M,43,41-50,0,15195,2,6916.78,0.66,240,28.82,2,SD,Associate degree,0
M,55,Above 50,0,15192,2,6789.68,0.66,240,28.29,4,LA,High school graduate,0
F,34,31-40,0,15192,3,7362.58,0.65,238,30.94,5,WY,Associate degree,0
F,51,Above 50,0,15188,3,8042.31,0.69,253,31.79,2,FL,High school graduate,0
F,20,20-30,0,15188,2,8351.35,0.70,254,32.88,3,AK,High school graduate,0
M,35,31-40,0,15187,1,7237.85,0.67,243,29.79,11,WA,High school graduate,1
M,56,Above 50,0,15186,3,8476.99,0.70,257,32.98,2,UT,High school graduate,0
M,69,Above 50,0,15185,3,7066.27,0.66,240,29.44,4,NC,High school graduate,0
M,60,Above 50,0,15184,1,7936.87,0.70,256,31.00,12,PA,Associate degree,1
M,25,20-30,0,15183,4,7087.37,0.65,239,29.65,4,NC,Associate degree,0
M,64,Above 50,0,15173,4,8380.41,0.70,255,32.86,3,NJ,High school graduate,0
M,57,Above 50,0,15169,1,7129.48,0.66,241,29.58,11,WA,High school graduate,1
F,49,41-50,0,15167,2,8024.49,0.70,254,31.59,4,UT,High school graduate,0
M,84,Above 50,0,15164,0,8130.64,0.70,254,32.01,10,OR,High school graduate,1
M,50,,0,15163,4,7110.61,0.66,242,29.38,3,ID,High school graduate,0
M,40,31-40,0,15161,1,7355.69,0.66,241,30.52,13,ID,Associate degree,1
M,36,31-40,0,15157,5,7244.71,0.66,240,30.19,1,NC,High school graduate,0
F,57,Above 50,0,15151,1,8251.88,0.69,253,32.62,15,ND,Associate degree,1
M,31,31-40,0,15149,2,6993.16,0.65,239,29.26,4,MN,Associate degree,0
F,37,31-40,0,15149,2,7387.91,0.67,245,30.15,3,SD,Associate degree,0
M,61,Above 50,0,15143,2,8644.99,0.70,256,33.77,4,CT,High school graduate,0
M,82,Above 50,0,15143,1,7185.67,0.65,239,30.07,9,MD,High school graduate,1
M,63,Above 50,0,15140,4,6982.59,0.66,242,28.85,4,NY,High school graduate,0
F,41,,0,15132,1,7124.09,0.66,242,29.44,7,PA,High school graduate,1
F,45,41-50,0,15131,1,7169.35,0.67,243,29.50,3,SC,Associate degree,0
M,51,Above 50,0,15118,0,8251.07,0.70,255,32.36,4,DC,Associate degree,0
F,44,41-50,0,15115,1,8192.77,0.70,254,32.26,12,PA,High school graduate,1
F,69,Above 50,0,15109,0,7048.46,0.65,239,29.49,8,ID,Associate degree,1
M,22,20-30,0,15105,1,8075.06,0.70,255,31.67,1,NV,High school graduate,0
M,44,41-50,0,15097,5,7349.60,0.65,239,30.75,4,ME,High school graduate,0
M,33,31-40,0,15097,2,7966.11,0.69,252,31.61,3,DE,High school graduate,0
M,48,41-50,0,15094,1,7011.96,0.66,240,29.22,13,CA,High school graduate,1
M,83,Above 50,0,15089,2,7931.79,0.70,255,31.11,8,PA,High school graduate,1
F,43,41-50,0,15088,3,8416.72,0.71,258,32.62,2,NH,High school graduate,0
F,69,Above 50,0,15087,2,7794.31,0.70,254,30.69,3,IL,High school graduate,0
F,23,20-30,0,15084,1,7215.05,0.65,238,30.32,11,WA,High school graduate,1
M,47,41-50,0,15084,0,8271.47,0.70,256,32.31,12,CA,Associate degree,1
M,51,Above 50,0,15083,2,6955.35,0.66,240,28.98,3,MS,High school graduate,0
M,60,Above 50,0,15079,1,8123.74,0.69,253,32.11,4,WI,High school graduate,0
F,76,Above 50,0,15074,1,7305.82,0.66,241,30.31,3,MT,High school graduate,0
M,33,31-40,0,15071,3,6933.38,0.66,240,28.89,4,IL,High school graduate,0
M,34,31-40,0,15070,0,6918.50,0.66,240,28.83,10,MI,Associate degree,1
F,38,31-40,0,15069,2,8194.37,0.70,255,32.13,3,UT,High school graduate,0
M,36,31-40,0,15069,3,8136.50,0.70,254,32.03,4,MN,Associate degree,0
M,36,31-40,0,15069,3,7225.94,0.66,240,30.11,3,DE,High school graduate,0
F,34,31-40,0,15066,3,7178.90,0.66,241,29.79,5,AL,High school graduate,0
M,59,Above 50,0,15062,1,7079.80,0.66,242,29.26,3,OH,High school graduate,0
M,63,Above 50,0,15061,0,6964.46,0.66,241,28.90,4,MS,High school graduate,0
M,56,Above 50,0,15060,1,8466.36,0.70,256,33.07,3,CO,Associate degree,0
M,69,Above 50,0,15060,2,8130.03,0.69,253,32.13,3,DE,High school graduate,0
M,63,Above 50,0,15057,2,7296.43,0.67,244,29.90,2,WI,High school graduate,0
F,81,Above 50,0,15055,2,7115.97,0.66,241,29.53,2,FL,High school graduate,0
M,40,31-40,0,15052,0,7075.86,0.66,240,29.48,13,OR,Associate degree,1
M,42,41-50,0,15051,2,7085.61,0.66,241,29.40,2,LA,High school graduate,0
F,38,31-40,0,15048,3,8136.47,0.70,257,31.66,3,OH,High school graduate,0
M,58,Above 50,0,15044,1,7220.24,0.66,242,29.84,3,SC,Associate degree,0
M,28,20-30,0,15044,4,8116.56,0.69,253,32.08,4,AR,High school graduate,0
F,88,Above 50,0,15041,2,8054.73,0.69,253,31.84,1,ID,High school graduate,0
M,52,Above 50,0,15039,4,7195.23,0.67,244,29.49,1,NH,High school graduate,0
M,51,Above 50,0,15036,2,7210.47,0.67,243,29.67,4,AL,Associate degree,0
F,64,Above 50,0,15033,1,8447.13,0.70,255,33.13,2,WA,Associate degree,0
F,23,20-30,0,15028,2,6941.77,0.67,245,28.33,2,PA,High school graduate,1
M,41,,0,15027,1,6965.43,0.66,242,28.78,15,MD,High school graduate,1
F,57,Above 50,0,15019,4,8187.62,0.70,256,31.98,3,TN,High school graduate,0
M,42,41-50,0,15016,2,8348.87,0.70,256,32.61,3,TX,High school graduate,0
M,30,20-30,0,15013,0,7229.04,0.66,242,29.87,10,MD,High school graduate,1
F,39,31-40,0,15007,1,8128.57,0.69,252,32.26,13,OR,High school graduate,1
F,47,41-50,0,15007,4,7203.51,0.67,243,29.64,12,WA,High school graduate,1
M,46,41-50,0,15006,2,7037.64,0.66,240,29.32,4,AR,Associate degree,0
M,59,Above 50,0,15006,1,7134.05,0.66,241,29.60,2,CT,High school graduate,0
M,58,Above 50,0,15005,0,8414.19,0.70,254,33.13,10,MI,High school graduate,1
F,25,20-30,0,15003,1,7163.52,0.65,238,30.10,3,DC,Associate degree,0
M,55,Above 50,0,15002,2,6998.65,0.66,240,29.16,4,NE,Associate degree,0
M,51,Above 50,0,15000,2,7164.60,0.65,239,29.98,3,AR,High school graduate,0
F,42,41-50,0,14996,2,7282.91,0.65,239,30.47,3,OK,High school graduate,0
F,56,Above 50,0,14995,5,7151.18,0.66,242,29.55,2,WV,High school graduate,0
F,22,20-30,0,14994,4,8156.29,0.70,254,32.11,2,IA,Associate degree,0
F,50,,0,14994,4,8318.06,0.70,255,32.62,3,ME,High school graduate,0
F,88,Above 50,0,14993,1,7011.67,0.66,242,28.97,4,MI,High school graduate,0
F,23,20-30,0,14992,1,7291.64,0.67,245,29.76,17,OR,High school graduate,1
F,77,Above 50,0,14991,2,7093.75,0.66,242,29.31,5,WI,High school graduate,0
F,38,31-40,0,14988,1,6977.66,0.66,240,29.07,10,MI,High school graduate,1
M,34,31-40,0,14983,2,7283.19,0.66,242,30.10,4,ID,High school graduate,0
M,35,31-40,0,14983,2,6977.65,0.65,238,29.32,3,WI,Associate degree,0
F,39,31-40,0,14982,4,7753.97,0.70,254,30.53,3,LA,High school graduate,0
F,60,Above 50,0,14977,4,7193.12,0.67,244,29.48,2,AR,High school graduate,0
F,44,41-50,0,14977,1,7326.82,0.67,243,30.15,4,MN,High school graduate,0
F,40,31-40,0,14971,3,7127.77,0.66,241,29.58,4,OR,High school graduate,0
F,42,41-50,0,14970,1,7089.42,0.66,242,29.30,14,MI,High school graduate,1
M,47,41-50,0,14970,5,7979.86,0.70,254,31.42,2,CA,High school graduate,0
F,37,31-40,0,14970,2,7130.13,0.66,242,29.46,3,RI,Associate degree,0
F,54,Above 50,0,14965,1,6953.99,0.66,240,28.98,6,SD,High school graduate,0
M,26,20-30,0,14962,2,7347.94,0.67,245,29.99,2,IL,High school graduate,0
M,55,Above 50,0,14961,2,6897.72,0.66,241,28.62,2,NM,Associate degree,0
M,41,,0,14960,5,6942.62,0.66,240,28.93,2,ME,High school graduate,0
M,35,31-40,0,14959,3,7297.61,0.67,243,30.03,4,OK,High school graduate,0
M,42,41-50,0,14956,2,6945.69,0.66,240,28.94,3,NJ,High school graduate,0
F,73,Above 50,0,14955,4,7224.78,0.66,240,30.10,3,NC,High school graduate,0
F,36,31-40,0,14954,1,7898.26,0.70,256,30.85,10,ND,High school graduate,1
F,53,Above 50,0,14954,4,8261.60,0.69,251,32.91,2,TN,High school graduate,0
F,25,20-30,0,14952,5,7129.20,0.66,241,29.58,10,MI,High school graduate,1
F,34,31-40,0,14949,3,8099.82,0.70,255,31.76,2,NM,High school graduate,0
F,33,31-40,0,14947,4,7003.18,0.65,239,29.30,4,LA,Associate degree,0
F,53,Above 50,0,14947,0,8394.52,0.69,253,33.18,12,MI,High school graduate,1
M,58,Above 50,0,14946,2,7337.49,0.66,242,30.32,0,MN,High school graduate,0
F,64,Above 50,0,14944,1,7194.49,0.66,242,29.73,3,ID,High school graduate,0
M,39,31-40,0,14940,0,7053.86,0.66,241,29.27,3,GA,High school graduate,0
F,43,41-50,0,14934,2,8103.20,0.70,257,31.53,2,WA,Associate degree,0
M,28,20-30,0,14933,2,6680.44,0.67,243,27.49,15,OR,High school graduate,1
M,34,31-40,0,14933,1,7086.48,0.66,242,29.28,9,PA,High school graduate,1
F,24,20-30,0,14929,1,6991.61,0.67,243,28.77,2,AR,High school graduate,0
F,53,Above 50,0,14929,0,7104.48,0.66,240,29.60,2,KY,High school graduate,0
F,44,41-50,0,14927,1,7044.79,0.66,241,29.23,3,NH,High school graduate,0
F,60,Above 50,0,14924,3,7098.82,0.66,241,29.46,9,CA,High school graduate,1
M,38,31-40,0,14920,4,6951.95,0.65,239,29.09,5,OR,High school graduate,0
M,56,Above 50,0,14919,1,6830.94,0.66,242,28.23,3,LA,High school graduate,0
F,44,41-50,0,14919,2,7094.08,0.66,242,29.31,2,NV,Associate degree,0
M,21,20-30,0,14914,1,7363.60,0.66,242,30.43,6,WA,High school graduate,1
M,61,Above 50,0,14910,0,6972.72,0.66,241,28.93,6,OH,High school graduate,0
M,45,41-50,0,14908,1,8392.12,0.70,256,32.78,2,OK,High school graduate,0
F,31,31-40,0,14905,5,6942.20,0.67,244,28.45,3,TN,High school graduate,0
M,43,41-50,0,14903,2,6994.69,0.66,240,29.14,2,IL,Associate degree,0
F,39,31-40,0,14899,2,8242.24,0.70,256,32.20,2,IL,Associate degree,0
F,33,31-40,0,14898,5,6835.34,0.66,241,28.36,2,WY,Associate degree,0
M,35,31-40,0,14894,2,6807.64,0.67,243,28.02,4,PA,Associate degree,0
M,60,Above 50,0,14884,2,7003.50,0.66,240,29.18,3,MA,Associate degree,0
M,72,Above 50,0,14884,5,7128.27,0.66,241,29.58,4,DE,High school graduate,0
F,51,Above 50,0,14875,1,7845.81,0.69,252,31.13,3,MA,High school graduate,0
F,39,31-40,0,14871,1,7050.63,0.65,239,29.50,14,ID,High school graduate,1
M,47,41-50,0,14869,4,7017.08,0.66,240,29.24,4,AR,High school graduate,0
M,55,Above 50,0,14859,5,7200.11,0.66,240,30.00,4,AZ,High school graduate,0
M,25,20-30,0,14858,4,6939.94,0.65,239,29.04,3,MN,Associate degree,0
F,50,,0,14857,2,6948.71,0.66,240,28.95,3,WV,High school graduate,0
F,33,31-40,0,14853,3,7113.27,0.67,243,29.27,3,IN,High school graduate,0
M,54,Above 50,0,14849,3,6992.47,0.66,240,29.14,2,UT,High school graduate,0
F,40,31-40,0,14848,3,7267.93,0.66,240,30.28,11,PA,High school graduate,1
M,58,Above 50,0,14848,2,7182.15,0.66,240,29.93,3,SD,High school graduate,0
M,65,Above 50,0,14847,5,7964.69,0.70,254,31.36,3,TX,Associate degree,0
M,45,41-50,0,14840,1,7114.79,0.67,244,29.16,8,PA,Associate degree,1
M,54,Above 50,0,14839,4,8239.45,0.69,252,32.70,2,IN,High school graduate,0
M,43,41-50,0,14838,3,7107.95,0.66,240,29.62,2,AZ,High school graduate,0
F,45,41-50,0,14836,5,7079.88,0.66,240,29.50,3,GA,Associate degree,0
F,53,Above 50,0,14832,5,7977.54,0.70,256,31.16,2,NY,High school graduate,0
M,42,41-50,0,14830,2,7099.22,0.66,241,29.46,2,PA,High school graduate,0
M,74,Above 50,0,14828,0,8014.61,0.70,255,31.43,12,WA,Associate degree,1
M,77,Above 50,0,14827,3,7008.33,0.67,244,28.72,3,GA,Associate degree,0
F,42,41-50,0,14827,4,7037.49,0.67,243,28.96,3,VT,High school graduate,0
F,47,41-50,0,14826,2,6789.87,0.65,237,28.65,3,SD,Associate degree,0
M,66,Above 50,0,14825,0,6936.08,0.66,242,28.66,3,WV,Associate degree,0
M,47,41-50,0,14820,2,7032.77,0.65,238,29.55,4,NY,High school graduate,0
M,38,31-40,0,14819,2,6950.32,0.66,241,28.84,4,MO,High school graduate,0
M,54,Above 50,0,14815,1,6897.83,0.67,243,28.39,12,MD,High school graduate,1
M,29,20-30,0,14814,1,7100.11,0.66,241,29.46,11,PA,High school graduate,1
M,33,31-40,0,14813,4,7014.53,0.67,244,28.75,4,OH,Associate degree,0
M,34,31-40,0,14811,1,8097.58,0.70,254,31.88,2,OR,High school graduate,0
F,20,20-30,0,14811,2,7203.50,0.67,244,29.52,3,KY,High school graduate,0
F,63,Above 50,0,14808,3,6811.47,0.65,239,28.50,1,MA,High school graduate,0
F,60,Above 50,0,14806,1,7004.05,0.66,240,29.18,7,MI,High school graduate,1
F,66,Above 50,0,14801,1,6977.41,0.67,243,28.71,9,WA,High school graduate,1
F,69,Above 50,0,14797,2,6829.81,0.66,241,28.34,3,MO,Associate degree,0
M,64,Above 50,0,14796,2,6713.81,0.67,243,27.63,3,GA,High school graduate,0
M,50,,0,14794,0,7912.06,0.70,254,31.15,5,NM,High school graduate,0
M,47,41-50,0,14789,1,7099.59,0.67,243,29.22,10,MI,Associate degree,1
F,24,20-30,0,14777,5,7318.46,0.67,246,29.75,3,LA,High school graduate,0
M,52,Above 50,0,14772,0,7075.46,0.66,240,29.48,10,MI,High school graduate,1
M,62,Above 50,0,14760,1,7351.21,0.67,244,30.13,4,AK,High school graduate,0
M,44,41-50,0,14759,3,6941.14,0.67,243,28.56,3,ND,High school graduate,0
M,56,Above 50,0,14759,2,7378.50,0.66,242,30.49,4,CO,Associate degree,0
M,33,31-40,0,14753,5,6846.36,0.66,240,28.53,4,WV,Associate degree,0
F,22,20-30,0,14749,5,8089.26,0.70,255,31.72,3,NH,High school graduate,0
M,45,41-50,0,14747,1,7025.72,0.66,241,29.15,4,NH,High school graduate,0
F,35,31-40,0,14744,1,8185.01,0.69,253,32.35,4,TX,High school graduate,0
F,49,41-50,0,14742,0,7028.83,0.67,244,28.81,4,NM,High school graduate,0
F,33,31-40,0,14742,4,7189.90,0.67,245,29.35,4,CA,High school graduate,0
F,30,20-30,0,14737,2,6743.24,0.66,240,28.10,5,CA,High school graduate,0
M,34,31-40,0,14731,2,6810.27,0.67,244,27.91,1,WV,Associate degree,0
F,38,31-40,0,14723,4,7007.29,0.67,243,28.84,3,ME,High school graduate,0
M,30,20-30,0,14720,3,7056.52,0.66,240,29.40,14,CA,Associate degree,1
F,39,31-40,0,14718,1,6977.45,0.65,239,29.19,5,ID,High school graduate,1
F,48,41-50,0,14715,3,7032.84,0.65,238,29.55,6,MD,High school graduate,1
F,75,Above 50,0,14713,2,7085.52,0.66,242,29.28,3,ME,High school graduate,0
F,61,Above 50,0,14711,1,8203.95,0.69,253,32.43,2,MI,High school graduate,0
F,34,31-40,0,14710,3,7946.19,0.70,254,31.28,1,AL,High school graduate,0
F,49,41-50,0,14707,2,7024.43,0.66,241,29.15,4,NJ,High school graduate,0
M,45,41-50,0,14702,5,6965.75,0.66,240,29.02,4,MD,High school graduate,0
M,68,Above 50,0,14701,3,8140.67,0.69,252,32.30,3,MT,High school graduate,0
M,26,20-30,0,14693,5,8347.11,0.70,254,32.86,2,NM,High school graduate,0
F,55,Above 50,0,14689,0,7137.50,0.66,242,29.49,5,VA,High school graduate,0
F,61,Above 50,0,14688,0,6907.71,0.66,241,28.66,3,SD,High school graduate,0
M,62,Above 50,0,14685,4,8289.12,0.70,256,32.38,2,WV,High school graduate,0
F,64,Above 50,0,14685,1,7179.93,0.67,244,29.43,3,NJ,High school graduate,0
M,70,Above 50,0,14683,1,6815.50,0.66,240,28.40,9,MI,High school graduate,1
F,64,Above 50,0,14679,2,6959.82,0.66,241,28.88,3,DE,High school graduate,0
M,54,Above 50,0,14668,0,7194.14,0.66,242,29.73,3,FL,High school graduate,0
M,52,Above 50,0,14667,1,7132.36,0.66,242,29.47,10,ND,Associate degree,1
M,85,Above 50,0,14666,3,8070.31,0.69,253,31.90,4,AZ,High school graduate,0
F,30,20-30,0,14665,2,6933.50,0.65,239,29.01,4,SD,Associate degree,0
M,31,31-40,0,14665,1,7079.83,0.66,242,29.26,13,WA,High school graduate,1
F,68,Above 50,0,14664,4,8246.66,0.70,255,32.34,3,MS,Associate degree,0
M,71,Above 50,0,14661,2,6679.05,0.66,240,27.83,3,VA,High school graduate,0
M,53,Above 50,0,14655,1,6911.46,0.65,239,28.92,4,PA,High school graduate,0
M,53,Above 50,0,14654,2,7100.46,0.66,240,29.59,4,IA,High school graduate,0
M,21,20-30,0,14653,2,7696.87,0.70,256,30.07,3,IA,High school graduate,0
F,25,20-30,0,14649,2,7020.57,0.66,241,29.13,13,MD,High school graduate,1
F,38,31-40,0,14649,2,6994.98,0.66,241,29.02,2,NJ,High school graduate,0
F,35,31-40,0,14642,2,7011.10,0.67,244,28.73,7,ID,Associate degree,1
M,55,Above 50,0,14637,1,6798.97,0.66,242,28.09,1,NM,Associate degree,0
F,50,,0,14637,3,6777.15,0.65,239,28.36,3,SC,High school graduate,0
F,44,41-50,0,14635,2,6826.42,0.66,242,28.21,3,VT,High school graduate,0
F,52,Above 50,0,14634,4,6937.09,0.66,241,28.78,12,ND,Associate degree,1
M,59,Above 50,0,14624,2,6895.03,0.67,244,28.26,3,NY,High school graduate,0
M,21,20-30,0,14617,5,7916.65,0.70,254,31.17,3,OR,Associate degree,0
M,25,20-30,0,14617,2,7755.46,0.69,253,30.65,3,IA,High school graduate,0
M,55,Above 50,0,14612,1,8088.69,0.71,258,31.35,4,LA,Associate degree,0
F,51,Above 50,0,14607,2,6749.79,0.67,243,27.78,4,VT,High school graduate,0
F,38,31-40,0,14595,4,6985.35,0.67,245,28.51,4,WI,High school graduate,0
F,38,31-40,0,14593,1,7883.02,0.70,256,30.79,9,MI,Associate degree,1
F,37,31-40,0,14585,1,6645.76,0.65,239,27.81,2,DC,High school graduate,0
F,58,Above 50,0,14584,2,8014.86,0.70,254,31.55,0,IA,High school graduate,0
F,47,41-50,0,14583,2,6901.82,0.67,243,28.40,3,GA,High school graduate,0
M,34,31-40,0,14581,5,7992.54,0.70,256,31.22,2,ND,Associate degree,0
F,28,20-30,0,14580,2,7033.94,0.66,241,29.19,3,NJ,Associate degree,0
M,38,31-40,0,14579,1,7046.87,0.66,241,29.24,3,NC,High school graduate,0
F,25,20-30,0,14579,2,6938.53,0.66,240,28.91,4,IN,Associate degree,0
F,60,Above 50,0,14577,2,6873.04,0.66,242,28.40,2,AL,High school graduate,0
F,53,Above 50,0,14573,3,7181.47,0.66,241,29.80,4,CT,High school graduate,0
M,42,41-50,0,14571,2,6939.39,0.66,241,28.79,3,WV,Associate degree,0
M,71,Above 50,0,14571,5,6868.44,0.65,238,28.86,5,KS,High school graduate,0
M,37,31-40,0,14568,1,6842.03,0.66,240,28.51,13,OR,High school graduate,1
F,41,,0,14564,4,6945.00,0.67,244,28.46,3,MN,High school graduate,0
M,49,41-50,0,14558,2,6983.79,0.67,243,28.74,2,IA,Associate degree,0
F,60,Above 50,0,14557,0,7232.06,0.67,245,29.52,2,AR,High school graduate,0
F,49,41-50,0,14557,5,6916.61,0.65,239,28.94,3,NC,High school graduate,0
F,40,31-40,0,14552,3,6766.57,0.67,244,27.73,4,ND,High school graduate,0
F,57,Above 50,0,14551,2,7690.86,0.69,252,30.52,4,KS,High school graduate,0
F,54,Above 50,0,14548,2,6992.91,0.67,244,28.66,5,NE,High school graduate,0
M,78,Above 50,0,14542,2,6934.38,0.66,240,28.89,4,SC,High school graduate,0
M,39,31-40,0,14533,0,7226.71,0.66,242,29.86,13,OR,High school graduate,1
M,49,41-50,0,14530,1,7985.78,0.69,253,31.56,4,NJ,High school graduate,0
