field1,CustomerID,Class,LengthOfTime,CurrentBalance,Location,Income,LineOfCredit,HomeLoan,Superanuation,EducationSaver,Investment,WorkingFulltime,AvgTrans
487,"00033","Platinum",5.280000,2335.440000,"Rural",192000,1,0,0,0,0,1,47
184,"00023","Platinum",7.650000,3137.970000,"Suburban",169000,1,1,1,0,0,1,59
2952,"00019","Silver",5.290000,2274.760000,"Suburban",129000,1,1,1,1,1,0,71
1394,"00050","Gold",2.990000,1926.220000,"Rural",131000,1,1,0,0,0,1,39
2125,"00006","Silver",2.220000,792.540000,"Urban",109000,1,1,1,0,0,1,33
2853,"00033","Silver",1.970000,737.410000,"Urban",127000,1,1,1,0,0,1,33
204,"00024","Platinum",6.440000,2301.030000,"Rural",152000,1,0,0,0,0,1,47
1986,"00014","Gold",5.040000,2971.840000,"Suburban",91000,1,1,1,1,0,0,57
1627,"00009","Gold",3.800000,2063.860000,"Rural",166000,1,1,0,0,0,1,41
835,"00045","Platinum",5.720000,2142.300000,"Rural",158000,0,0,0,0,0,1,47
136,"00022","Platinum",4.380000,823.250000,"Urban",170000,0,0,0,0,0,1,26
2800,"00031","Silver",5.580000,2222.220000,"Suburban",106000,1,1,1,1,0,1,71
213,"00024","Platinum",6.230000,2179.670000,"Rural",156000,0,0,0,0,0,1,48
514,"00034","Platinum",3.900000,1173.270000,"Urban",141000,0,0,0,0,0,1,26
2998,"00031","Silver",5.730000,2179.670000,"Suburban",127000,1,1,1,1,1,0,68
2927,"00010","Silver",6.430000,2149.700000,"Suburban",98000,1,1,1,1,1,0,75
2596,"00023","Silver",1.710000,1662.780000,"Rural",113000,1,1,1,0,0,1,57
2342,"00014","Silver",2.510000,1569.910000,"Rural",107000,1,1,0,0,0,1,52
2873,"00033","Silver",1.350000,781.070000,"Urban",106000,0,0,0,0,0,1,34
314,"00028","Platinum",3.900000,1111.850000,"Urban",172000,1,1,0,0,0,1,26
2727,"00028","Silver",3.400000,2134.900000,"Suburban",121000,1,1,1,0,0,1,76
242,"00025","Platinum",4.070000,1010.470000,"Urban",168000,1,0,0,0,0,1,26
2009,"00001","Silver",4.300000,2200.760000,"Suburban",74000,1,1,1,1,0,1,71
2054,"00003","Silver",0.630000,676.730000,"Urban",75000,0,0,0,0,0,1,34
1858,"00037","Gold",5.130000,3133.160000,"Suburban",82000,1,1,1,1,0,0,55
1910,"00046","Gold",5.410000,2858.990000,"Suburban",103000,1,1,1,1,0,0,51
2649,"00025","Silver",3.560000,2265.880000,"Suburban",76000,1,1,1,1,0,1,71
1387,"00049","Gold",5.830000,2975.540000,"Suburban",129000,1,1,1,1,0,1,53
1133,"00039","Gold",2.940000,955.340000,"Urban",133000,1,0,0,0,0,0,21
853,"00046","Platinum",4.290000,1205.830000,"Urban",187000,1,1,0,0,0,1,27
190,"00024","Platinum",6.550000,2194.470000,"Rural",176000,0,0,0,0,0,1,51
1118,"00038","Gold",5.000000,1874.050000,"Rural",140000,0,0,0,0,0,0,42
203,"00024","Platinum",6.020000,1985.050000,"Rural",168000,0,0,0,0,0,1,46
2001,"00001","Silver",3.220000,2093.460000,"Suburban",100000,1,1,1,1,0,1,73
875,"00046","Platinum",4.120000,1070.780000,"Urban",219000,1,0,0,0,0,1,27
1721,"00012","Gold",3.830000,1937.320000,"Rural",134000,1,1,1,0,0,1,39
471,"00033","Platinum",5.140000,2278.830000,"Rural",186000,0,0,0,0,0,1,46
2199,"00008","Silver",1.740000,1607.280000,"Rural",91000,1,1,1,0,0,1,53
2066,"00003","Silver",1.940000,620.120000,"Urban",89000,1,1,1,0,0,1,36
2340,"00014","Silver",2.030000,1771.560000,"Rural",137000,1,1,1,0,0,1,56
1937,"00002","Gold",5.640000,2929.660000,"Suburban",135000,1,1,1,1,0,0,58
2439,"00017","Silver",2.410000,1773.780000,"Rural",115000,1,1,1,1,0,1,51
1831,"00016","Gold",3.140000,1182.520000,"Urban",150000,1,1,0,0,0,1,22
2810,"00031","Silver",5.240000,2265.140000,"Suburban",101000,1,1,1,0,0,1,69
878,"00047","Platinum",7.420000,3455.430000,"Suburban",140000,1,1,1,0,0,1,62
2659,"00026","Silver",2.370000,1660.190000,"Rural",95000,1,1,1,1,0,1,56
803,"00044","Platinum",7.590000,3335.550000,"Suburban",189000,1,1,1,0,0,1,62
2297,"00012","Silver",1.890000,795.500000,"Urban",109000,1,0,0,0,0,1,36
1933,"00002","Gold",6.060000,3031.410000,"Suburban",163000,1,1,1,1,0,0,57
104,"00021","Platinum",4.620000,2107.150000,"Rural",177000,0,0,0,0,0,1,46
2573,"00022","Silver",6.970000,2184.110000,"Suburban",59000,1,1,1,1,0,1,70
2285,"00012","Silver",2.420000,872.830000,"Urban",119000,1,1,1,0,0,1,35
1818,"00016","Gold",3.320000,1015.280000,"Urban",160000,1,1,0,0,0,1,24
1593,"00007","Gold",3.260000,1217.670000,"Urban",151000,1,0,0,0,0,1,20
937,"00049","Platinum",4.260000,1257.630000,"Urban",171000,1,1,0,0,0,1,26
855,"00046","Platinum",3.850000,1240.980000,"Urban",170000,0,0,0,0,0,1,28
138,"00022","Platinum",3.980000,1095.940000,"Urban",180000,1,0,0,0,0,1,24
1340,"00047","Gold",3.310000,1762.680000,"Rural",141000,1,0,0,0,0,0,39
950,"00049","Platinum",4.040000,1028.600000,"Urban",180000,1,0,0,0,0,1,24
22,"00018","Platinum",5.400000,2269.950000,"Rural",165000,0,0,0,0,0,1,49
1374,"00048","Gold",3.480000,1031.560000,"Urban",99000,1,0,0,0,0,1,19
2053,"00003","Silver",2.260000,769.600000,"Urban",110000,1,0,0,0,0,1,37
119,"00021","Platinum",6.190000,2449.400000,"Rural",195000,0,0,0,0,0,1,48
403,"00031","Platinum",3.830000,1279.830000,"Urban",208000,0,0,0,0,0,1,28
1824,"00016","Gold",3.570000,1173.640000,"Urban",142000,1,1,1,0,0,1,27
1935,"00002","Gold",5.600000,3002.550000,"Suburban",165000,1,1,1,1,0,0,59
1506,"00004","Gold",3.070000,1141.450000,"Urban",83000,1,1,1,0,0,1,24
1200,"00042","Gold",3.390000,1228.400000,"Urban",149000,1,0,0,0,0,0,22
1444,"00001","Gold",3.520000,1135.160000,"Urban",123000,0,0,0,0,0,1,21
1510,"00004","Gold",3.290000,1097.790000,"Urban",146000,0,0,0,0,0,1,20
2432,"00017","Silver",3.120000,1560.290000,"Rural",113000,1,1,1,0,0,1,59
2309,"00012","Silver",2.410000,667.850000,"Urban",53000,1,0,0,0,0,1,37
1246,"00043","Gold",5.560000,2955.190000,"Suburban",112000,1,1,1,1,0,0,54
1381,"00049","Gold",5.110000,2969.250000,"Suburban",100000,1,1,1,0,0,1,60
386,"00030","Platinum",6.810000,2141.190000,"Rural",189000,0,0,0,0,0,1,47
644,"00039","Platinum",5.230000,2185.220000,"Rural",149000,1,0,0,0,0,1,49
587,"00037","Platinum",3.820000,1050.060000,"Urban",171000,0,0,0,0,0,1,25
646,"00039","Platinum",6.390000,2257.000000,"Rural",174000,0,0,0,0,0,1,50
562,"00036","Platinum",5.240000,2128.980000,"Rural",196000,0,0,0,0,0,1,47
1635,"00009","Gold",4.160000,2212.230000,"Rural",120000,1,1,0,0,0,1,41
45,"00019","Platinum",4.750000,1149.590000,"Urban",214000,1,1,0,0,0,1,26
2976,"00025","Silver",5.100000,2257.740000,"Suburban",88000,1,1,1,1,1,0,79
463,"00033","Platinum",5.020000,2162.650000,"Rural",204000,0,0,0,0,0,1,47
1544,"00006","Gold",3.340000,2251.080000,"Rural",139000,1,0,0,0,0,1,43
1486,"00003","Gold",3.690000,2377.250000,"Rural",133000,1,0,0,0,0,1,39
2088,"00004","Silver",5.610000,2259.960000,"Suburban",64000,1,1,1,1,0,1,71
524,"00035","Platinum",7.940000,3408.810000,"Suburban",158000,1,1,1,0,0,1,62
2548,"00021","Silver",1.480000,823.990000,"Urban",80000,1,1,0,0,0,1,33
436,"00032","Platinum",8.390000,3255.630000,"Suburban",201000,1,1,1,0,0,1,60
2008,"00001","Silver",5.400000,2068.670000,"Suburban",109000,1,1,1,0,0,1,71
448,"00032","Platinum",6.590000,3281.530000,"Suburban",181000,1,1,1,0,0,1,60
1727,"00012","Gold",3.990000,2029.820000,"Rural",149000,1,0,0,0,0,1,43
1630,"00009","Gold",3.890000,2255.890000,"Rural",144000,1,1,1,0,0,1,42
840,"00045","Platinum",5.480000,2168.570000,"Rural",166000,0,0,0,0,0,1,46
334,"00028","Platinum",3.920000,1243.200000,"Urban",164000,1,0,0,0,0,1,26
105,"00021","Platinum",5.650000,2353.570000,"Rural",166000,0,0,0,0,0,1,44
944,"00049","Platinum",3.640000,1118.880000,"Urban",191000,0,0,0,0,0,1,22
2817,"00032","Silver",2.850000,1739.740000,"Rural",155000,1,1,1,0,0,1,50
2216,"00009","Silver",1.530000,876.160000,"Urban",77000,1,1,1,0,0,1,32
1637,"00009","Gold",3.340000,1885.520000,"Rural",112000,1,1,1,0,0,1,40
501,"00034","Platinum",4.070000,1082.250000,"Urban",197000,1,0,0,0,0,1,29
1099,"00038","Gold",3.730000,1723.090000,"Rural",124000,1,1,0,0,0,0,39
749,"00042","Platinum",5.810000,2251.450000,"Rural",176000,0,0,0,0,0,1,49
1491,"00003","Gold",3.180000,2125.280000,"Rural",126000,1,0,0,0,0,1,41
497,"00034","Platinum",3.310000,1237.280000,"Urban",164000,0,0,0,0,0,1,30
1182,"00041","Gold",4.160000,2226.290000,"Rural",160000,1,1,0,0,0,0,40
1586,"00007","Gold",3.030000,1158.100000,"Urban",147000,1,1,0,0,0,1,21
1567,"00006","Gold",5.200000,2074.590000,"Rural",118000,1,0,0,0,0,1,40
30,"00018","Platinum",5.100000,2331.370000,"Rural",163000,0,0,0,0,0,1,44
1245,"00043","Gold",5.640000,2908.940000,"Suburban",147000,1,1,1,1,0,0,52
72,"00020","Platinum",7.570000,3184.960000,"Suburban",171000,1,1,1,0,0,1,62
1157,"00040","Gold",5.390000,3066.190000,"Suburban",144000,1,1,1,1,0,0,61
780,"00043","Platinum",3.700000,1286.120000,"Urban",164000,1,1,1,0,0,1,25
1280,"00045","Gold",3.060000,1238.020000,"Urban",172000,1,0,0,0,0,0,23
1903,"00046","Gold",5.780000,2965.180000,"Suburban",162000,1,1,1,1,0,0,58
2481,"00019","Silver",5.110000,2321.380000,"Suburban",82000,1,1,1,1,0,1,71
1259,"00044","Gold",3.410000,2032.410000,"Rural",104000,1,1,0,0,0,0,37
2956,"00019","Silver",3.170000,2335.070000,"Suburban",103000,1,1,1,1,1,0,71
2414,"00016","Silver",4.610000,2215.930000,"Suburban",117000,1,1,1,0,0,1,70
2421,"00017","Silver",2.870000,1734.930000,"Rural",98000,1,1,1,0,0,1,59
792,"00044","Platinum",7.240000,3343.320000,"Suburban",177000,1,1,1,0,0,1,62
742,"00042","Platinum",6.010000,2335.440000,"Rural",166000,1,1,0,0,0,1,48
2968,"00023","Silver",2.740000,1994.300000,"Rural",62000,1,1,1,1,1,0,57
694,"00040","Platinum",4.120000,1165.130000,"Urban",186000,1,0,0,0,0,1,25
2736,"00029","Silver",2.270000,1537.720000,"Rural",120000,1,1,1,1,0,1,50
1943,"00005","Gold",5.400000,2915.970000,"Suburban",134000,1,1,1,1,0,0,60
693,"00040","Platinum",4.080000,1096.680000,"Urban",176000,1,0,0,0,0,1,23
1967,"00008","Gold",5.280000,2754.280000,"Suburban",104000,1,1,1,1,0,0,55
132,"00022","Platinum",4.020000,1228.030000,"Urban",154000,1,0,0,0,0,1,27
1606,"00008","Gold",5.470000,2771.670000,"Suburban",59000,1,1,1,1,0,1,56
1720,"00012","Gold",4.470000,1871.830000,"Rural",113000,0,0,0,0,0,1,40
2043,"00002","Silver",2.620000,1329.040000,"Rural",66000,1,1,1,0,0,1,56
388,"00030","Platinum",5.050000,2409.440000,"Rural",172000,1,1,0,0,0,1,47
703,"00041","Platinum",7.810000,3276.720000,"Suburban",175000,1,1,1,0,0,1,60
912,"00048","Platinum",5.260000,2207.420000,"Rural",139000,0,0,0,0,0,1,50
2797,"00031","Silver",5.060000,2301.770000,"Suburban",101000,1,1,1,1,0,1,77
1420,"00050","Gold",4.510000,1915.120000,"Rural",117000,1,1,0,0,0,1,39
1,"00017","Platinum",7.600000,3300.030000,"Suburban",177000,1,1,1,0,0,1,59
1654,"00010","Gold",2.680000,1086.320000,"Urban",135000,0,0,0,0,0,1,20
2096,"00004","Silver",3.340000,2249.970000,"Suburban",79000,1,1,1,0,0,1,74
2733,"00028","Silver",5.140000,2470.120000,"Suburban",101000,1,1,1,1,0,1,72
349,"00029","Platinum",7.890000,3160.540000,"Suburban",142000,1,1,1,0,0,1,59
1944,"00005","Gold",5.340000,2584.450000,"Suburban",138000,1,1,1,1,0,0,55
925,"00048","Platinum",5.570000,2220.370000,"Rural",201000,0,0,0,0,0,1,46
2657,"00026","Silver",2.100000,1737.890000,"Rural",65000,1,1,1,0,0,1,55
2038,"00002","Silver",2.770000,1780.810000,"Rural",100000,1,1,1,0,0,1,56
1413,"00050","Gold",4.430000,2127.500000,"Rural",143000,0,0,0,0,0,1,40
343,"00029","Platinum",7.700000,3611.940000,"Suburban",193000,1,1,1,0,0,1,56
478,"00033","Platinum",5.870000,2134.530000,"Rural",155000,0,0,0,0,0,1,47
2647,"00025","Silver",4.010000,2263.290000,"Suburban",77000,1,1,1,1,0,1,70
2496,"00020","Silver",2.960000,1768.600000,"Rural",87000,1,1,1,1,0,1,54
1960,"00008","Gold",5.910000,2978.500000,"Suburban",135000,1,1,1,1,1,0,57
1476,"00003","Gold",3.120000,1825.210000,"Rural",169000,1,1,1,0,0,1,39
115,"00021","Platinum",6.280000,2272.910000,"Rural",182000,0,0,0,0,0,1,43
1891,"00043","Gold",5.520000,3078.400000,"Suburban",126000,1,1,1,1,0,0,50
2207,"00009","Silver",1.660000,549.450000,"Urban",80000,1,1,0,0,0,1,34
752,"00042","Platinum",4.360000,2218.150000,"Rural",148000,1,0,0,0,0,1,49
1833,"00016","Gold",3.160000,1010.100000,"Urban",135000,0,0,0,0,0,1,20
692,"00040","Platinum",3.920000,1146.630000,"Urban",184000,1,0,0,0,0,1,26
615,"00038","Platinum",7.640000,3169.790000,"Suburban",165000,1,1,1,0,0,1,59
1868,"00040","Gold",5.750000,2924.110000,"Suburban",138000,1,1,1,1,0,0,57
20,"00018","Platinum",5.990000,2311.390000,"Rural",191000,0,0,0,0,0,1,45
217,"00024","Platinum",5.460000,2006.140000,"Rural",186000,0,0,0,0,0,1,46
2483,"00019","Silver",3.670000,2192.250000,"Suburban",96000,1,1,1,1,0,1,69
1723,"00012","Gold",4.130000,1805.970000,"Rural",127000,1,1,0,0,0,1,38
1624,"00009","Gold",4.360000,2443.850000,"Rural",129000,0,0,0,0,0,1,43
1803,"00015","Gold",3.430000,2112.330000,"Rural",152000,1,1,0,0,0,1,41
2681,"00026","Silver",3.400000,1658.340000,"Rural",92000,1,1,1,1,0,1,53
1718,"00012","Gold",3.580000,1851.110000,"Rural",130000,1,1,1,0,0,1,38
382,"00030","Platinum",7.680000,2271.430000,"Rural",166000,0,0,0,0,0,1,48
1089,"00037","Gold",5.570000,2898.210000,"Suburban",105000,1,1,1,1,0,0,57
266,"00026","Platinum",7.670000,3344.430000,"Suburban",175000,1,1,1,0,0,1,61
459,"00033","Platinum",5.430000,2023.530000,"Rural",162000,0,0,0,0,0,1,45
1862,"00037","Gold",5.540000,2783.880000,"Suburban",111000,1,1,1,1,0,0,57
2673,"00026","Silver",3.140000,1711.620000,"Rural",93000,1,1,1,0,0,1,53
907,"00048","Platinum",6.580000,2276.610000,"Rural",194000,0,0,0,0,0,1,50
247,"00025","Platinum",4.110000,1206.200000,"Urban",166000,1,0,0,0,0,1,30
2204,"00009","Silver",1.730000,662.670000,"Urban",90000,1,1,1,0,0,1,33
2519,"00020","Silver",2.370000,1669.070000,"Rural",106000,1,1,1,0,0,1,59
2121,"00005","Silver",3.310000,1645.020000,"Rural",116000,1,1,1,1,0,1,49
187,"00023","Platinum",7.710000,3490.210000,"Suburban",188000,1,1,1,0,0,1,61
1043,"00035","Gold",4.160000,1889.220000,"Rural",147000,1,1,0,0,0,0,41
2493,"00019","Silver",5.750000,2225.920000,"Suburban",65000,1,1,1,1,0,1,73
1493,"00003","Gold",4.370000,2329.890000,"Rural",113000,0,0,0,0,0,1,37
2030,"00002","Silver",1.860000,1738.630000,"Rural",126000,0,0,0,0,0,1,55
2582,"00023","Silver",2.270000,1624.300000,"Rural",101000,1,1,1,0,0,1,58
2269,"00011","Silver",2.110000,1609.500000,"Rural",113000,1,0,0,0,0,1,57
363,"00029","Platinum",7.440000,3542.750000,"Suburban",170000,1,1,1,0,0,1,62
2514,"00020","Silver",2.930000,1642.800000,"Rural",86000,1,1,1,0,0,1,54
2951,"00019","Silver",5.420000,2240.350000,"Suburban",94000,1,1,1,1,1,0,73
2971,"00025","Silver",4.290000,1975.800000,"Suburban",114000,1,1,1,1,1,0,73
1060,"00036","Gold",3.140000,1196.950000,"Urban",127000,1,1,1,0,0,0,22
1359,"00048","Gold",3.330000,1023.050000,"Urban",139000,1,0,0,0,0,1,19
1901,"00046","Gold",5.860000,2888.960000,"Suburban",186000,1,1,1,1,0,0,61
3,"00017","Platinum",7.190000,3195.320000,"Suburban",203000,1,1,1,0,0,1,63
2646,"00025","Silver",5.180000,2195.210000,"Suburban",99000,1,1,1,1,0,1,70
550,"00036","Platinum",6.160000,2231.100000,"Rural",177000,0,0,0,0,0,1,45
876,"00047","Platinum",6.780000,3239.720000,"Suburban",204000,1,1,1,0,0,1,59
171,"00023","Platinum",7.450000,3088.390000,"Suburban",186000,1,1,1,0,0,1,61
2837,"00032","Silver",2.920000,1776.740000,"Rural",113000,1,1,1,0,0,1,57
1207,"00042","Gold",2.940000,1136.270000,"Urban",164000,0,0,0,0,0,0,24
1477,"00003","Gold",4.490000,1975.430000,"Rural",144000,1,1,0,0,0,1,39
465,"00033","Platinum",4.260000,2202.980000,"Rural",162000,0,0,0,0,0,1,47
2901,"00004","Silver",5.140000,2181.150000,"Suburban",104000,1,1,1,1,1,0,66
789,"00044","Platinum",8.560000,3357.010000,"Suburban",175000,1,1,1,0,0,1,61
1975,"00011","Gold",5.900000,3006.250000,"Suburban",112000,1,1,1,1,0,0,60
2849,"00033","Silver",3.740000,781.440000,"Urban",73000,1,1,1,0,0,1,33
1936,"00002","Gold",5.570000,2985.160000,"Suburban",134000,1,1,1,1,0,0,59
2599,"00023","Silver",2.260000,1703.110000,"Rural",107000,1,1,1,0,0,1,58
2961,"00022","Silver",5.800000,2076.070000,"Suburban",136000,1,1,1,1,1,0,72
1811,"00016","Gold",3.280000,1143.670000,"Urban",125000,1,0,0,0,0,1,19
849,"00046","Platinum",3.660000,1095.940000,"Urban",204000,1,1,0,0,0,1,25
1405,"00050","Gold",4.220000,2079.400000,"Rural",145000,1,1,1,0,0,1,41
2319,"00013","Silver",4.940000,2248.120000,"Suburban",92000,1,1,1,1,0,1,70
1114,"00038","Gold",3.100000,2142.300000,"Rural",138000,1,1,0,0,0,0,39
2202,"00008","Silver",2.250000,1745.290000,"Rural",129000,1,1,1,0,0,1,55
807,"00044","Platinum",7.110000,3229.360000,"Suburban",184000,1,1,1,0,0,1,60
2232,"00009","Silver",2.280000,737.410000,"Urban",72000,0,0,0,0,0,1,31
2611,"00024","Silver",1.360000,799.940000,"Urban",112000,1,1,1,0,0,1,35
1068,"00036","Gold",2.760000,1082.990000,"Urban",143000,1,1,0,0,0,0,17
1096,"00038","Gold",3.440000,1717.540000,"Rural",124000,1,1,0,0,0,0,41
1355,"00048","Gold",3.180000,1080.400000,"Urban",87000,0,0,0,0,0,1,21
2248,"00010","Silver",6.090000,2178.930000,"Suburban",94000,1,1,1,1,0,1,69
718,"00041","Platinum",8.380000,3469.860000,"Suburban",187000,1,1,1,0,0,1,60
975,"00050","Platinum",6.930000,3465.790000,"Suburban",210000,1,1,1,0,0,1,61
2099,"00005","Silver",2.360000,1532.910000,"Rural",109000,1,1,1,1,0,1,58
2589,"00023","Silver",2.570000,1749.730000,"Rural",90000,1,1,1,1,0,1,53
2213,"00009","Silver",2.140000,752.950000,"Urban",109000,0,0,0,0,0,1,38
2167,"00007","Silver",5.120000,2102.340000,"Suburban",67000,1,1,1,1,0,1,73
1006,"00034","Gold",5.390000,3062.860000,"Suburban",144000,1,1,1,1,0,0,51
981,"00050","Platinum",7.970000,3411.400000,"Suburban",134000,1,1,1,0,0,1,59
1049,"00036","Gold",2.990000,1217.300000,"Urban",173000,1,1,0,0,0,0,21
669,"00040","Platinum",4.340000,1241.350000,"Urban",171000,1,0,0,0,0,1,24
90,"00020","Platinum",8.790000,3305.210000,"Suburban",170000,1,1,1,0,0,1,61
2598,"00023","Silver",2.020000,1563.990000,"Rural",116000,1,1,1,0,0,1,54
1319,"00047","Gold",4.490000,2161.910000,"Rural",143000,1,1,1,0,0,0,41
2581,"00023","Silver",2.480000,1404.150000,"Rural",89000,1,1,1,1,0,1,55
277,"00026","Platinum",8.450000,3228.620000,"Suburban",160000,1,1,1,0,0,1,59
62,"00019","Platinum",4.000000,979.020000,"Urban",194000,1,0,0,0,0,1,25
421,"00031","Platinum",3.930000,864.320000,"Urban",187000,1,0,0,0,0,1,27
1169,"00041","Gold",4.110000,1896.620000,"Rural",132000,1,1,1,0,0,0,38
581,"00037","Platinum",4.130000,1079.290000,"Urban",172000,0,0,0,0,0,1,29
2773,"00030","Silver",2.000000,643.800000,"Urban",129000,1,1,0,0,0,1,34
1497,"00003","Gold",3.790000,2104.560000,"Rural",124000,1,1,1,0,0,1,44
915,"00048","Platinum",5.870000,2103.820000,"Rural",179000,0,0,0,0,0,1,43
1216,"00042","Gold",3.060000,951.640000,"Urban",110000,1,0,0,0,0,0,24
477,"00033","Platinum",5.730000,2229.250000,"Rural",211000,0,0,0,0,0,1,45
2725,"00028","Silver",4.170000,2035.000000,"Suburban",75000,1,1,1,1,0,1,69
747,"00042","Platinum",5.660000,2235.540000,"Rural",144000,0,0,0,0,0,1,48
2150,"00006","Silver",2.430000,875.050000,"Urban",98000,1,0,0,0,0,1,33
2658,"00026","Silver",2.010000,1426.350000,"Rural",84000,1,1,1,0,0,1,53
2543,"00021","Silver",2.430000,731.490000,"Urban",79000,1,1,0,0,0,1,33
1208,"00042","Gold",3.320000,1264.290000,"Urban",115000,1,1,1,0,0,0,19
2064,"00003","Silver",2.050000,823.990000,"Urban",109000,1,0,0,0,0,1,32
2322,"00013","Silver",4.800000,2296.590000,"Suburban",77000,1,1,1,1,0,1,72
964,"00049","Platinum",4.170000,1153.660000,"Urban",163000,1,0,0,0,0,1,26
1902,"00046","Gold",6.110000,3105.040000,"Suburban",173000,1,1,1,1,0,0,60
133,"00022","Platinum",4.180000,990.860000,"Urban",190000,1,0,0,0,0,1,25
2251,"00010","Silver",4.780000,2452.360000,"Suburban",107000,1,1,1,1,0,1,65
1670,"00010","Gold",3.390000,1297.960000,"Urban",160000,1,0,0,0,0,1,19
1640,"00009","Gold",4.020000,2200.020000,"Rural",171000,0,0,0,0,0,1,38
1887,"00043","Gold",5.220000,2742.070000,"Suburban",128000,1,1,1,1,0,0,57
599,"00037","Platinum",4.280000,1054.870000,"Urban",182000,1,0,0,0,0,1,24
1038,"00035","Gold",4.440000,2000.960000,"Rural",151000,1,1,1,0,0,0,41
1779,"00015","Gold",4.720000,2427.940000,"Rural",164000,1,1,1,0,0,1,42
2728,"00028","Silver",5.550000,2249.230000,"Suburban",113000,1,1,1,1,0,1,73
129,"00021","Platinum",6.110000,2049.430000,"Rural",184000,0,0,0,0,0,1,47
1898,"00046","Gold",5.740000,2804.230000,"Suburban",111000,1,1,1,1,0,0,58
1488,"00003","Gold",4.220000,1652.420000,"Rural",130000,1,1,0,0,0,1,38
833,"00045","Platinum",5.620000,2033.520000,"Rural",193000,1,0,0,0,0,1,47
2321,"00013","Silver",6.650000,2387.240000,"Suburban",70000,1,1,1,1,0,1,65
2843,"00032","Silver",2.790000,1960.630000,"Rural",107000,1,1,1,0,0,1,54
1033,"00035","Gold",4.880000,1943.610000,"Rural",125000,0,0,0,0,0,0,40
1826,"00016","Gold",3.530000,1181.410000,"Urban",160000,1,0,0,0,0,1,22
596,"00037","Platinum",3.650000,1355.310000,"Urban",172000,1,1,1,0,0,1,25
2985,"00028","Silver",4.810000,2242.940000,"Suburban",108000,1,1,1,1,1,0,69
2637,"00025","Silver",3.020000,2231.470000,"Suburban",106000,1,1,1,1,0,1,72
608,"00038","Platinum",7.940000,3207.160000,"Suburban",179000,1,1,1,0,0,1,59
2890,"00001","Silver",4.710000,2208.530000,"Suburban",96000,1,1,1,1,1,0,77
1330,"00047","Gold",3.830000,1720.870000,"Rural",176000,1,0,0,0,0,0,40
61,"00019","Platinum",4.000000,1059.680000,"Urban",175000,0,0,0,0,0,1,24
1188,"00041","Gold",4.240000,2093.460000,"Rural",136000,1,0,0,0,0,0,38
241,"00025","Platinum",3.790000,1069.670000,"Urban",155000,1,1,1,0,0,1,24
1062,"00036","Gold",3.620000,1091.870000,"Urban",128000,1,1,0,0,0,0,25
1521,"00004","Gold",3.170000,994.560000,"Urban",126000,1,1,1,0,0,1,21
2475,"00019","Silver",5.440000,2154.880000,"Suburban",27000,1,1,1,1,0,1,66
1801,"00015","Gold",4.350000,1894.770000,"Rural",141000,1,0,0,0,0,1,35
2790,"00030","Silver",1.860000,669.330000,"Urban",102000,1,1,0,0,0,1,34
2852,"00033","Silver",2.440000,695.970000,"Urban",136000,1,1,0,0,0,1,35
2634,"00024","Silver",1.990000,785.140000,"Urban",122000,1,1,1,0,0,1,32
914,"00048","Platinum",5.930000,2140.080000,"Rural",158000,0,0,0,0,0,1,48
815,"00044","Platinum",7.820000,3340.360000,"Suburban",204000,1,1,1,0,0,1,59
2679,"00026","Silver",2.490000,1728.270000,"Rural",62000,1,1,1,1,0,1,49
592,"00037","Platinum",4.310000,886.520000,"Urban",173000,1,0,0,0,0,1,24
1794,"00015","Gold",3.050000,1934.730000,"Rural",128000,1,0,0,0,0,1,42
2561,"00022","Silver",4.910000,2312.130000,"Suburban",105000,1,1,1,1,0,1,70
2670,"00026","Silver",2.240000,1660.560000,"Rural",133000,1,1,1,0,0,1,58
2010,"00001","Silver",3.640000,2346.540000,"Suburban",114000,1,1,1,0,0,1,69
2891,"00002","Silver",2.950000,1760.830000,"Rural",126000,1,1,1,1,1,0,59
1835,"00016","Gold",3.070000,1130.720000,"Urban",124000,1,0,0,0,0,1,22
1277,"00044","Gold",4.390000,2022.050000,"Rural",132000,1,1,0,0,0,0,38
255,"00026","Platinum",7.550000,3392.530000,"Suburban",156000,1,1,1,0,0,1,61
1543,"00005","Gold",5.760000,3085.430000,"Suburban",103000,1,1,1,1,0,1,62
1315,"00046","Gold",5.630000,2988.490000,"Suburban",147000,1,1,1,0,0,0,51
2260,"00011","Silver",2.830000,1570.280000,"Rural",72000,1,1,1,0,0,1,54
199,"00024","Platinum",5.480000,2278.460000,"Rural",186000,0,0,0,0,0,1,49
2086,"00004","Silver",6.100000,2131.570000,"Suburban",107000,1,1,1,1,0,1,71
1032,"00035","Gold",4.390000,2000.590000,"Rural",113000,1,0,0,0,0,0,41
1505,"00004","Gold",3.440000,922.780000,"Urban",107000,1,0,0,0,0,1,21
2974,"00025","Silver",4.680000,2348.390000,"Suburban",83000,1,1,1,1,1,0,74
2865,"00033","Silver",2.120000,814.370000,"Urban",79000,0,0,0,0,0,1,36
2674,"00026","Silver",2.060000,1670.180000,"Rural",106000,1,1,1,0,0,1,59
779,"00043","Platinum",4.160000,1070.780000,"Urban",155000,0,0,0,0,0,1,22
823,"00045","Platinum",5.020000,2184.110000,"Rural",124000,0,0,0,0,0,1,50
